temperature_c,ldr_left,ldr_right,avg_light,light_diff,voltage_v,current_a,power_w,fault_type,split
48.84,324.73,751.98,538.36,427.25,9.69,2.22,21.5118,2,train
26.26,84.64,34.43,59.54,50.21,15.72,0.26,4.0872,1,train
65.36,758.85,736.71,747.78,22.14,14.45,2.85,41.1825,3,train
45.51,708.26,561.22,634.74,147.04,16.97,2.2,37.334,0,train
36.26,0.19,423.03,211.61,422.84,13.77,0.25,3.4425,2,test
43.07,752.15,804.02,778.08,51.87,8.68,3.12,27.0816,4,train
39.37,511.14,452.17,481.66,58.97,17.13,1.5,25.695,0,train
48.81,93.74,145.63,119.68,51.89,11.91,0.59,7.0269,1,train
28.53,429.9,482.07,455.98,52.17,13.39,2.47,33.0733,4,validation
72.57,695.2,663.54,679.37,31.66,13.95,2.38,33.201,3,train
48.97,671.84,22.31,347.08,649.53,12.67,0.78,9.8826,2,train
47.67,641.27,632.12,636.69,9.15,15.22,3.1,47.182,0,train
50.54,670.26,678.03,674.14,7.77,10.83,2.91,31.5153,4,train
32.17,435.44,464.47,449.96,29.03,15.7,1.43,22.451,0,train
53.35,791.92,778.33,785.12,13.59,17.11,2.32,39.6952,0,train
77.34,831.75,788.16,809.96,43.59,13.98,3.31,46.2738,3,train
34.81,27.72,134.29,81.0,106.57,11.56,0.0,0.0,1,validation
37.37,563.61,617.23,590.42,53.62,0.34,5.88,1.9992,4,test
36.65,449.48,488.62,469.05,39.14,16.26,1.04,16.9104,0,train
67.96,884.25,834.08,859.16,50.17,15.3,4.06,62.118,3,test
48.35,788.46,833.61,811.04,45.15,8.09,2.14,17.3126,4,train
58.46,751.28,918.72,835.0,167.44,15.18,3.07,46.6026,3,train
69.35,915.64,846.78,881.21,68.86,13.0,2.87,37.31,3,test
35.14,0.0,437.76,218.88,437.76,9.01,0.45,4.0545,2,validation
42.1,525.41,478.5,501.96,46.91,15.23,2.78,42.3394,0,train
37.78,318.68,304.98,311.83,13.7,15.14,0.02,0.3028,1,train
37.53,660.1,145.62,402.86,514.48,10.37,1.02,10.5774,2,test
50.88,607.31,567.54,587.42,39.77,8.24,1.51,12.4424,4,train
86.47,829.0,758.46,793.73,70.54,13.0,2.64,34.32,3,test
51.26,760.06,825.09,792.58,65.03,14.28,4.14,59.1192,0,train
71.41,778.69,810.15,794.42,31.46,15.7,2.79,43.803,3,train
39.04,734.63,688.7,711.66,45.93,19.52,0.22,4.2944,4,train
42.44,493.07,449.05,471.06,44.02,17.42,0.81,14.1102,0,train
62.58,908.09,908.95,908.52,0.86,14.97,4.92,73.6524,3,test
43.56,773.24,223.54,498.39,549.7,8.12,0.86,6.9832,2,train
27.23,0.0,68.96,34.48,68.96,15.52,0.0,0.0,1,train
40.55,127.95,132.2,130.07,4.25,15.27,0.0,0.0,1,train
46.57,491.85,456.24,474.04,35.61,17.4,1.02,17.748,0,train
46.58,31.43,0.0,15.72,31.43,12.54,0.0,0.0,1,train
51.39,607.58,616.34,611.96,8.76,11.94,2.35,28.059,4,train
81.58,859.18,720.36,789.77,138.82,12.49,3.36,41.9664,3,validation
55.59,758.27,916.01,837.14,157.74,15.19,3.54,53.7726,3,train
49.68,828.11,869.29,848.7,41.18,15.1,2.25,33.975,3,train
37.41,126.43,261.75,194.09,135.32,16.47,0.0,0.0,1,validation
50.41,897.39,931.25,914.32,33.86,15.88,2.8,44.464,0,train
38.25,268.5,809.74,539.12,541.24,11.57,1.95,22.5615,2,validation
32.1,87.48,7.15,47.32,80.33,14.52,0.0,0.0,1,validation
34.84,139.78,417.93,278.86,278.15,10.43,2.06,21.4858,2,train
46.79,650.42,622.19,636.31,28.23,15.0,2.61,39.15,0,train
35.88,486.78,456.29,471.54,30.49,17.22,1.47,25.3134,0,test
33.92,455.79,0.0,227.9,455.79,8.65,0.01,0.0865,2,train
45.06,757.3,105.48,431.39,651.82,10.22,0.0,0.0,2,train
52.65,116.02,844.29,480.16,728.27,6.11,1.09,6.6599,2,train
40.56,215.55,722.04,468.79,506.49,9.28,1.97,18.2816,2,test
26.3,75.76,28.43,52.1,47.33,14.55,0.03,0.4365,1,train
69.51,945.02,1023.0,984.01,77.98,12.81,3.99,51.1119,3,train
43.74,176.71,0.0,88.36,176.71,14.08,0.02,0.2816,1,train
52.67,754.98,751.97,753.48,3.01,16.58,3.28,54.3824,0,train
49.61,431.45,484.37,457.91,52.92,2.1,4.78,10.038,4,train
80.06,792.39,941.94,867.16,149.55,11.92,3.92,46.7264,3,train
42.66,445.11,403.33,424.22,41.78,9.68,2.91,28.1688,4,test
87.01,837.17,790.86,814.02,46.31,13.66,2.42,33.0572,3,train
31.37,50.4,6.07,28.24,44.33,15.58,0.15,2.337,1,train
45.63,268.16,229.82,248.99,38.34,13.66,0.73,9.9718,1,train
64.58,819.3,812.08,815.69,7.22,12.69,3.04,38.5776,3,train
27.69,16.23,189.58,102.9,173.35,16.04,0.0,0.0,1,train
36.1,155.65,590.59,373.12,434.94,9.33,1.29,12.0357,2,train
49.73,861.61,274.02,567.82,587.59,6.17,1.75,10.7975,2,train
55.59,91.76,899.78,495.77,808.02,6.66,0.63,4.1958,2,train
25.56,628.79,459.67,544.23,169.12,17.63,1.04,18.3352,0,test
42.74,109.13,468.35,288.74,359.22,6.22,1.72,10.6984,2,train
54.05,577.86,605.66,591.76,27.8,7.02,1.95,13.689,4,train
46.39,454.51,467.7,461.1,13.19,0.88,4.03,3.5464,4,train
45.5,712.36,659.53,685.94,52.83,16.19,2.15,34.8085,0,train
47.04,685.31,663.72,674.52,21.59,9.48,1.98,18.7704,4,train
67.22,756.62,860.2,808.41,103.58,9.04,2.68,24.2272,4,test
30.35,228.5,186.02,207.26,42.48,11.38,0.0,0.0,1,train
75.5,863.19,878.3,870.74,15.11,12.86,3.05,39.223,3,train
79.13,775.45,906.3,840.88,130.85,12.5,4.77,59.625,3,validation
62.75,788.14,848.31,818.22,60.17,13.64,3.76,51.2864,3,train
37.2,507.98,418.28,463.13,89.7,17.74,1.64,29.0936,0,validation
36.82,80.21,53.26,66.74,26.95,14.08,1.14,16.0512,1,train
53.29,489.86,568.58,529.22,78.72,6.95,0.89,6.1855,4,train
44.95,675.1,533.49,604.3,141.61,9.91,2.31,22.8921,4,train
31.43,0.0,56.74,28.37,56.74,15.34,0.0,0.0,1,train
29.38,159.47,80.94,120.2,78.53,12.29,0.19,2.3351,1,train
66.26,619.01,689.15,654.08,70.14,7.23,4.38,31.6674,4,train
32.56,81.1,353.89,217.5,272.79,11.13,1.03,11.4639,2,validation
35.7,81.12,538.61,309.86,457.49,13.77,0.71,9.7767,2,test
33.75,539.7,473.71,506.71,65.99,16.39,1.68,27.5352,0,train
42.85,537.29,75.58,306.44,461.71,7.7,0.64,4.928,2,train
35.24,772.12,683.75,727.94,88.37,2.18,4.96,10.8128,4,train
40.28,98.06,518.26,308.16,420.2,10.37,1.29,13.3773,2,test
69.95,940.08,781.88,860.98,158.2,14.39,3.77,54.2503,3,test
36.36,507.64,541.95,524.8,34.31,0.71,3.74,2.6554,4,test
68.19,697.02,720.98,709.0,23.96,12.85,2.63,33.7955,3,test
41.26,84.81,461.3,273.06,376.49,13.9,1.06,14.734,2,train
43.22,93.59,821.55,457.57,727.96,10.97,1.34,14.6998,2,train
31.58,81.6,140.75,111.18,59.15,14.15,0.95,13.4425,1,train
65.3,939.97,900.5,920.24,39.47,14.9,2.88,42.912,3,train
49.64,728.23,257.09,492.66,471.14,12.01,2.01,24.1401,2,validation
36.05,731.48,176.42,453.95,555.06,8.59,1.85,15.8915,2,train
35.46,107.27,151.71,129.49,44.44,11.93,0.0,0.0,1,test
70.46,827.04,892.31,859.68,65.27,15.09,2.84,42.8556,3,train
49.4,654.68,482.61,568.64,172.07,12.75,2.44,31.11,4,test
36.15,0.0,456.37,228.18,456.37,8.21,1.47,12.0687,2,train
45.2,289.4,791.15,540.28,501.75,13.43,0.29,3.8947,2,train
34.1,146.24,145.69,145.96,0.55,12.94,0.0,0.0,1,train
43.51,599.19,617.89,608.54,18.7,12.86,2.6,33.436,4,train
49.36,501.6,565.48,533.54,63.88,20.39,0.0,0.0,4,train
42.78,422.4,67.46,244.93,354.94,10.41,0.61,6.3501,2,train
36.68,185.72,255.35,220.54,69.63,14.89,0.4,5.956,1,train
28.46,156.45,142.82,149.64,13.63,16.2,0.97,15.714,1,train
37.07,128.73,8.74,68.74,119.99,14.79,0.51,7.5429,1,train
33.14,119.94,521.79,320.86,401.85,12.56,1.85,23.236,2,train
50.32,780.19,817.63,798.91,37.44,10.64,2.51,26.7064,4,validation
57.22,861.79,809.98,835.88,51.81,14.19,4.03,57.1857,3,validation
59.65,710.6,789.33,749.96,78.73,15.33,2.66,40.7778,3,test
19.9,0.0,57.12,28.56,57.12,13.65,0.0,0.0,1,train
37.61,0.0,34.41,17.2,34.41,15.89,0.29,4.6081,1,train
43.17,565.94,229.37,397.66,336.57,11.89,2.51,29.8439,2,validation
53.34,776.01,700.41,738.21,75.6,12.5,1.29,16.125,4,train
65.5,820.88,923.46,872.17,102.58,12.64,3.66,46.2624,3,train
74.5,755.39,869.77,812.58,114.38,12.89,2.43,31.3227,3,train
24.87,0.0,42.47,21.24,42.47,13.46,0.05,0.673,1,test
36.08,475.51,87.71,281.61,387.8,11.05,0.95,10.4975,2,test
46.1,574.09,568.25,571.17,5.84,16.02,2.49,39.8898,0,test
61.33,831.63,876.72,854.18,45.09,15.1,2.11,31.861,3,validation
68.45,922.75,869.99,896.37,52.76,13.91,3.98,55.3618,3,train
60.66,890.91,831.68,861.3,59.23,15.03,3.92,58.9176,3,train
54.02,844.01,834.15,839.08,9.86,16.16,3.99,64.4784,3,train
47.95,845.12,543.29,694.2,301.83,12.07,2.29,27.6403,4,train
53.48,747.39,771.43,759.41,24.04,0.0,4.38,0.0,4,train
47.94,0.0,673.65,336.82,673.65,11.02,0.62,6.8324,2,train
39.43,469.52,474.0,471.76,4.48,17.03,0.79,13.4537,0,train
66.47,619.84,667.0,643.42,47.16,14.17,1.64,23.2388,3,test
58.65,849.03,992.88,920.96,143.85,15.32,3.24,49.6368,0,test
47.98,96.16,890.03,493.1,793.87,6.88,0.65,4.472,2,test
39.44,5.3,129.38,67.34,124.08,12.99,0.0,0.0,1,validation
36.38,9.13,221.47,115.3,212.34,17.96,0.43,7.7228,1,train
36.93,165.31,223.63,194.47,58.32,17.35,0.92,15.962,1,train
29.1,81.69,171.25,126.47,89.56,14.83,0.0,0.0,1,train
34.17,257.82,287.85,272.84,30.03,14.36,0.66,9.4776,1,train
40.94,66.24,112.97,89.6,46.73,14.68,0.04,0.5872,1,test
62.34,731.35,850.0,790.68,118.65,14.26,2.37,33.7962,3,train
38.31,255.4,270.3,262.85,14.9,13.64,0.71,9.6844,1,test
49.57,675.41,694.34,684.88,18.93,8.52,1.48,12.6096,4,train
60.08,781.15,832.43,806.79,51.28,7.89,0.67,5.2863,4,train
29.08,136.58,405.64,271.11,269.06,10.11,0.45,4.5495,2,validation
28.39,134.84,56.71,95.78,78.13,14.76,0.0,0.0,1,train
72.92,852.58,833.56,843.07,19.02,16.37,3.23,52.8751,3,train
72.98,680.27,741.21,710.74,60.94,5.57,1.85,10.3045,4,train
38.96,117.69,181.74,149.72,64.05,12.07,0.28,3.3796,1,train
88.57,719.48,681.35,700.42,38.13,13.92,2.85,39.672,3,train
43.79,245.77,518.38,382.08,272.61,11.6,2.57,29.812,2,train
42.2,118.74,556.73,337.74,437.99,9.11,0.29,2.6419,2,train
46.15,718.2,637.01,677.6,81.19,11.31,2.92,33.0252,4,train
33.97,29.89,9.01,19.45,20.88,12.83,0.68,8.7244,1,train
35.21,319.44,134.7,227.07,184.74,12.89,0.71,9.1519,1,train
26.49,465.6,148.3,306.95,317.3,8.67,1.97,17.0799,2,test
41.16,1011.35,287.4,649.38,723.95,11.88,0.5,5.94,2,train
43.93,567.36,561.35,564.36,6.01,18.39,0.0,0.0,4,train
62.11,777.26,890.37,833.82,113.11,13.02,2.1,27.342,3,train
35.72,382.29,25.9,204.1,356.39,10.92,1.24,13.5408,2,train
69.48,878.73,890.31,884.52,11.58,14.1,3.43,48.363,3,train
56.8,990.57,837.53,914.05,153.04,16.67,3.45,57.5115,0,train
49.95,508.36,544.29,526.33,35.93,15.58,0.79,12.3082,0,train
60.49,745.99,795.5,770.74,49.51,19.41,0.0,0.0,4,validation
48.8,855.67,852.34,854.0,3.33,16.52,3.56,58.8112,0,train
54.83,771.81,945.48,858.64,173.67,14.79,4.38,64.7802,0,test
37.09,593.19,557.71,575.45,35.48,17.34,0.73,12.6582,0,train
71.76,460.24,526.42,493.33,66.18,5.74,3.43,19.6882,4,test
78.88,991.35,969.54,980.44,21.81,14.07,4.02,56.5614,3,validation
53.34,619.51,623.76,621.64,4.25,9.49,1.86,17.6514,4,train
40.61,530.7,136.28,333.49,394.42,6.78,0.4,2.712,2,train
41.32,0.0,122.3,61.15,122.3,16.07,0.0,0.0,1,train
78.54,884.18,916.77,900.47,32.59,13.69,3.96,54.2124,3,train
44.6,876.15,848.57,862.36,27.58,14.05,2.14,30.067,0,validation
67.04,760.98,846.49,803.74,85.51,10.63,1.98,21.0474,4,train
29.13,105.89,81.89,93.89,24.0,11.05,0.0,0.0,1,train
42.15,149.51,332.69,241.1,183.18,11.6,0.75,8.7,2,test
51.99,676.97,610.04,643.5,66.93,15.89,3.02,47.9878,0,validation
37.52,31.92,173.86,102.89,141.94,15.22,0.17,2.5874,1,train
32.95,148.79,202.92,175.86,54.13,14.91,0.27,4.0257,1,train
39.11,579.19,266.96,423.08,312.23,10.31,1.46,15.0526,2,validation
61.3,734.96,770.84,752.9,35.88,14.55,2.38,34.629,3,train
58.15,758.9,864.41,811.66,105.51,11.99,2.48,29.7352,4,validation
27.9,110.84,579.82,345.33,468.98,10.54,2.03,21.3962,2,test
40.73,993.93,193.47,593.7,800.46,9.99,0.25,2.4975,2,train
75.02,904.21,906.86,905.54,2.65,12.33,3.29,40.5657,3,train
47.87,427.95,388.68,408.32,39.27,21.19,0.07,1.4833,4,train
35.81,726.46,782.09,754.28,55.63,15.25,1.91,29.1275,0,test
31.97,141.13,113.88,127.5,27.25,15.69,1.03,16.1607,1,train
34.7,127.09,464.32,295.7,337.23,9.61,1.28,12.3008,2,train
78.2,790.47,890.03,840.25,99.56,13.09,3.26,42.6734,3,train
66.36,847.18,936.85,892.02,89.67,14.89,4.78,71.1742,3,train
46.44,119.98,953.89,536.93,833.91,12.47,1.41,17.5827,2,test
28.58,145.84,15.6,80.72,130.24,11.55,0.42,4.851,1,train
55.02,836.27,800.79,818.53,35.48,17.69,2.96,52.3624,0,validation
40.1,141.31,131.6,136.45,9.71,11.24,0.41,4.6084,1,validation
38.33,202.48,90.77,146.62,111.71,14.75,0.48,7.08,1,test
50.88,569.95,535.67,552.81,34.28,15.77,1.22,19.2394,0,train
50.78,696.2,545.2,620.7,151.0,12.54,2.64,33.1056,4,train
49.05,404.67,522.09,463.38,117.42,10.21,0.46,4.6966,4,train
44.45,105.24,132.95,119.1,27.71,14.86,0.15,2.229,1,train
42.49,40.92,478.95,259.94,438.03,10.6,1.78,18.868,2,train
41.66,620.87,243.69,432.28,377.18,9.97,1.17,11.6649,2,train
44.15,401.01,579.77,490.39,178.76,16.59,2.41,39.9819,0,train
51.06,693.9,655.12,674.51,38.78,8.55,2.27,19.4085,4,train
44.84,660.71,698.46,679.58,37.75,8.68,1.53,13.2804,4,train
58.04,910.79,868.41,889.6,42.38,13.93,3.01,41.9293,3,train
82.75,918.41,820.07,869.24,98.34,12.64,2.27,28.6928,3,train
41.82,512.5,396.02,454.26,116.48,2.63,4.01,10.5463,4,train
47.51,474.23,461.79,468.01,12.44,17.24,0.0,0.0,4,train
50.28,245.66,943.51,594.58,697.85,13.73,0.93,12.7689,2,validation
34.46,196.63,377.7,287.16,181.07,11.18,0.67,7.4906,2,train
52.54,686.3,873.61,779.96,187.31,9.78,1.95,19.071,4,train
46.49,626.32,239.09,432.71,387.23,10.32,1.54,15.8928,2,train
53.31,819.43,844.48,831.96,25.05,16.89,4.03,68.0667,0,train
39.72,615.38,137.09,376.24,478.29,8.21,0.3,2.463,2,test
33.2,165.86,74.5,120.18,91.36,11.92,0.0,0.0,1,train
52.53,733.91,648.23,691.07,85.68,19.24,0.31,5.9644,4,train
47.08,361.77,995.43,678.6,633.66,9.73,1.83,17.8059,2,train
61.25,723.37,640.6,681.98,82.77,15.67,3.59,56.2553,0,train
39.8,86.19,79.0,82.6,7.19,12.81,0.09,1.1529,1,test
57.54,1023.0,1023.0,1023.0,0.0,14.35,3.22,46.207,0,train
29.53,177.8,101.62,139.71,76.18,12.57,0.32,4.0224,1,train
54.12,273.22,967.23,620.22,694.01,10.59,0.84,8.8956,2,test
32.49,425.54,332.6,379.07,92.94,18.4,0.0,0.0,4,train
60.05,953.27,970.34,961.8,17.07,14.86,3.33,49.4838,3,train
44.5,937.39,855.65,896.52,81.74,0.0,3.89,0.0,4,train
31.48,76.67,35.3,55.98,41.37,12.67,0.33,4.1811,1,train
46.81,722.16,845.61,783.88,123.45,12.57,2.51,31.5507,4,test
71.37,692.26,747.36,719.81,55.1,7.21,2.13,15.3573,4,train
36.25,524.53,422.44,473.48,102.09,15.7,1.0,15.7,0,train
37.76,704.85,594.08,649.46,110.77,15.69,2.35,36.8715,0,validation
44.22,442.85,454.39,448.62,11.54,19.64,0.25,4.91,4,train
38.4,536.58,497.48,517.03,39.1,19.3,0.0,0.0,4,train
34.19,212.15,94.61,153.38,117.54,15.23,0.66,10.0518,1,train
47.35,517.87,544.17,531.02,26.3,16.82,1.44,24.2208,0,train
36.13,0.0,114.52,57.26,114.52,15.19,0.21,3.1899,1,train
43.23,25.42,410.01,217.72,384.59,11.99,0.58,6.9542,2,test
40.63,714.11,808.19,761.15,94.08,20.63,0.0,0.0,4,train
41.9,245.73,228.31,237.02,17.42,15.23,0.05,0.7615,1,validation
72.33,812.98,837.05,825.02,24.07,14.12,3.6,50.832,3,validation
29.34,70.55,143.91,107.23,73.36,16.19,0.05,0.8095,1,train
51.5,834.0,719.91,776.96,114.09,15.61,3.29,51.3569,0,test
52.33,850.67,937.48,894.08,86.81,1.95,4.71,9.1845,4,test
33.33,163.31,129.21,146.26,34.1,15.85,0.0,0.0,1,train
32.76,728.61,212.1,470.36,516.51,8.61,2.16,18.5976,2,train
34.9,23.8,75.22,49.51,51.42,17.05,0.34,5.797,1,train
35.53,186.43,27.06,106.74,159.37,15.52,0.12,1.8624,1,train
33.5,514.21,89.06,301.64,425.15,12.34,0.43,5.3062,2,train
55.96,659.43,678.18,668.8,18.75,1.98,4.14,8.1972,4,train
47.33,628.09,78.6,353.34,549.49,12.03,0.59,7.0977,2,train
47.22,871.52,418.15,644.84,453.37,11.79,1.78,20.9862,2,validation
67.04,879.82,948.49,914.16,68.67,14.04,3.08,43.2432,3,test
41.18,573.21,612.29,592.75,39.08,7.83,2.24,17.5392,4,test
84.4,682.12,685.88,684.0,3.76,13.89,4.26,59.1714,3,test
37.64,496.4,239.29,367.84,257.11,10.31,1.77,18.2487,2,train
48.84,651.75,47.23,349.49,604.52,8.08,0.38,3.0704,2,train
59.91,813.73,810.39,812.06,3.34,21.24,0.37,7.8588,4,train
27.66,155.26,211.18,183.22,55.92,14.09,0.0,0.0,1,train
69.22,713.12,662.31,687.71,50.81,13.56,2.72,36.8832,3,train
40.95,125.52,77.53,101.52,47.99,14.41,0.0,0.0,1,train
27.74,529.57,458.68,494.12,70.89,16.13,1.03,16.6139,0,train
27.33,26.36,66.91,46.64,40.55,12.92,0.0,0.0,1,train
33.13,83.09,122.23,102.66,39.14,14.97,0.38,5.6886,1,train
52.56,469.02,412.06,440.54,56.96,5.17,0.98,5.0666,4,test
59.45,769.3,709.66,739.48,59.64,15.8,2.86,45.188,0,train
40.86,578.18,531.47,554.83,46.71,17.06,1.73,29.5138,0,train
43.01,648.33,111.97,380.15,536.36,13.54,0.68,9.2072,2,train
36.32,166.31,275.23,220.77,108.92,11.78,1.19,14.0182,1,train
47.03,107.28,447.48,277.38,340.2,9.72,0.24,2.3328,2,validation
59.12,891.95,872.56,882.26,19.39,13.78,4.19,57.7382,3,train
24.5,578.09,297.84,437.96,280.25,11.47,2.23,25.5781,2,test
41.8,735.1,649.26,692.18,85.84,14.5,2.96,42.92,0,train
51.05,709.18,739.55,724.36,30.37,20.38,0.0,0.0,4,test
71.72,799.13,857.29,828.21,58.16,12.54,4.79,60.0666,3,train
44.57,727.36,676.48,701.92,50.88,0.07,4.83,0.3381,4,train
66.35,779.04,710.56,744.8,68.48,14.45,2.32,33.524,3,validation
71.49,831.05,723.88,777.46,107.17,13.92,3.9,54.288,3,train
82.64,1017.79,907.59,962.69,110.2,12.87,2.64,33.9768,3,test
47.27,516.92,562.58,539.75,45.66,19.66,0.44,8.6504,4,train
68.98,674.92,475.91,575.42,199.01,4.67,3.21,14.9907,4,train
31.94,538.85,13.65,276.25,525.2,6.6,0.96,6.336,2,train
45.46,527.67,466.09,496.88,61.58,15.9,1.76,27.984,0,validation
46.2,17.4,578.85,298.12,561.45,10.67,1.06,11.3102,2,validation
35.79,19.01,42.16,30.58,23.15,12.01,0.18,2.1618,1,train
31.25,101.26,114.95,108.1,13.69,16.33,0.0,0.0,1,validation
57.2,868.88,954.58,911.73,85.7,15.3,4.31,65.943,0,validation
95.0,808.38,864.66,836.52,56.28,13.23,4.44,58.7412,3,train
68.66,817.56,907.43,862.49,89.87,14.73,2.87,42.2751,3,test
38.69,451.96,547.25,499.6,95.29,7.73,1.65,12.7545,4,validation
21.46,91.23,0.0,45.62,91.23,11.3,0.22,2.486,1,test
43.94,140.74,387.66,264.2,246.92,12.9,1.81,23.349,2,test
52.18,982.64,882.86,932.75,99.78,1.56,4.22,6.5832,4,validation
81.76,957.01,877.87,917.44,79.14,7.16,3.16,22.6256,4,test
29.11,0.0,78.34,39.17,78.34,14.0,0.16,2.24,1,validation
48.72,694.95,674.3,684.62,20.65,4.08,3.41,13.9128,4,train
44.17,852.66,88.35,470.5,764.31,11.07,0.58,6.4206,2,train
57.96,806.74,860.54,833.64,53.8,14.82,2.34,34.6788,0,train
49.76,813.49,286.55,550.02,526.94,11.79,2.44,28.7676,2,validation
33.35,72.5,364.08,218.29,291.58,11.78,1.55,18.259,2,train
47.96,153.81,614.08,383.95,460.27,10.06,2.0,20.12,2,train
42.93,528.64,476.26,502.45,52.38,17.18,1.17,20.1006,0,validation
40.21,457.52,885.91,671.71,428.39,8.65,1.65,14.2725,2,train
51.9,550.07,637.94,594.01,87.87,14.25,2.36,33.63,0,validation
41.69,147.32,69.08,108.2,78.24,17.36,0.39,6.7704,1,train
77.94,475.96,592.01,533.98,116.05,2.66,2.32,6.1712,4,test
49.9,597.01,580.78,588.9,16.23,14.92,1.97,29.3924,0,train
77.89,835.01,637.13,736.07,197.88,13.97,2.78,38.8366,3,train
71.08,751.09,675.73,713.41,75.36,12.4,3.1,38.44,3,train
72.16,706.9,544.51,625.7,162.39,12.12,2.69,32.6028,3,train
45.04,550.55,466.85,508.7,83.7,15.85,0.8,12.68,0,train
51.14,399.24,507.23,453.24,107.99,8.58,1.02,8.7516,4,train
44.2,741.69,596.26,668.98,145.43,10.65,2.39,25.4535,4,train
47.95,560.06,644.61,602.34,84.55,0.93,4.83,4.4919,4,train
62.6,932.91,808.01,870.46,124.9,14.75,2.5,36.875,3,test
85.97,855.21,736.39,795.8,118.82,14.72,3.82,56.2304,3,train
36.82,842.65,83.99,463.32,758.66,14.25,1.27,18.0975,2,validation
44.05,680.88,559.93,620.4,120.95,21.09,0.22,4.6398,4,train
42.04,474.05,481.87,477.96,7.82,3.64,3.71,13.5044,4,train
53.85,999.06,125.71,562.38,873.35,6.7,1.18,7.906,2,train
44.07,484.0,472.3,478.15,11.7,19.81,0.0,0.0,4,train
38.8,93.42,546.9,320.16,453.48,12.32,0.84,10.3488,2,train
89.81,706.94,908.8,807.87,201.86,12.43,2.5,31.075,3,train
46.84,255.98,50.19,153.08,205.79,12.67,0.0,0.0,1,train
54.51,696.27,600.85,648.56,95.42,2.41,5.09,12.2669,4,train
51.85,705.87,436.34,571.1,269.53,12.3,2.22,27.306,2,train
39.28,0.0,66.3,33.15,66.3,12.83,0.13,1.6679,1,train
57.88,911.06,770.36,840.71,140.7,16.6,3.69,61.254,3,validation
61.37,959.99,792.41,876.2,167.58,15.06,2.87,43.2222,3,test
51.86,562.65,508.73,535.69,53.92,17.77,1.09,19.3693,0,test
55.9,636.76,526.4,581.58,110.36,1.73,3.68,6.3664,4,train
37.2,659.14,564.25,611.69,94.89,4.9,2.64,12.936,4,validation
29.89,210.59,132.59,171.59,78.0,16.97,0.0,0.0,1,train
61.07,715.0,631.67,673.34,83.33,14.27,2.33,33.2491,3,train
24.99,0.0,34.28,17.14,34.28,13.42,0.0,0.0,1,train
39.03,416.21,241.1,328.66,175.11,11.66,0.92,10.7272,2,train
52.07,767.12,733.21,750.16,33.91,11.94,2.91,34.7454,4,train
34.28,463.0,529.12,496.06,66.12,19.25,0.0,0.0,4,train
48.35,969.31,840.47,904.89,128.84,14.85,2.68,39.798,0,validation
43.58,892.51,291.04,591.78,601.47,12.99,1.44,18.7056,2,train
63.94,635.81,758.43,697.12,122.62,14.1,3.19,44.979,3,train
34.3,657.67,199.75,428.71,457.92,12.04,0.93,11.1972,2,train
70.96,812.71,942.72,877.72,130.01,14.14,4.35,61.509,3,train
66.22,804.29,936.01,870.15,131.72,14.0,3.77,52.78,3,train
41.41,786.82,847.24,817.03,60.42,14.88,2.59,38.5392,0,test
35.14,480.85,565.69,523.27,84.84,16.41,1.66,27.2406,0,validation
25.24,0.0,81.28,40.64,81.28,13.31,0.31,4.1261,1,validation
50.93,649.96,574.05,612.0,75.91,18.32,0.21,3.8472,4,train
44.69,175.5,965.03,570.26,789.53,9.65,0.34,3.281,2,train
75.27,848.86,825.47,837.16,23.39,13.61,2.54,34.5694,3,validation
49.48,859.46,807.23,833.34,52.23,19.9,1.0,19.9,4,train
75.36,706.86,906.95,806.9,200.09,14.44,3.02,43.6088,3,train
73.81,944.58,1023.0,983.79,78.42,14.17,4.64,65.7488,3,train
28.58,102.12,65.2,83.66,36.92,14.42,0.0,0.0,1,train
29.29,537.54,438.49,488.02,99.05,13.23,2.64,34.9272,4,train
46.05,795.74,839.98,817.86,44.24,15.39,3.82,58.7898,0,test
75.19,924.61,1009.59,967.1,84.98,16.29,2.65,43.1685,3,validation
49.02,540.42,517.85,529.14,22.57,6.39,1.43,9.1377,4,validation
56.88,721.92,666.2,694.06,55.72,4.73,2.65,12.5345,4,train
36.47,148.06,183.72,165.89,35.66,12.03,0.0,0.0,1,train
40.12,589.37,560.55,574.96,28.82,17.37,1.8,31.266,0,train
42.4,426.72,595.94,511.33,169.22,21.9,0.35,7.665,4,train
43.79,845.0,109.08,477.04,735.92,12.89,0.53,6.8317,2,train
35.79,219.28,190.96,205.12,28.32,12.83,0.82,10.5206,1,train
74.39,717.99,910.76,814.38,192.77,14.3,2.13,30.459,3,train
38.01,536.43,108.76,322.59,427.67,10.22,0.25,2.555,2,train
23.75,0.0,445.48,222.74,445.48,11.41,2.0,22.82,2,train
78.2,651.3,642.83,647.07,8.47,9.59,2.96,28.3864,4,validation
79.24,800.4,646.52,723.46,153.88,15.44,2.04,31.4976,3,test
66.51,875.69,867.32,871.51,8.37,13.94,4.27,59.5238,3,validation
76.49,961.68,923.41,942.54,38.27,14.11,3.42,48.2562,3,train
76.67,847.02,841.25,844.14,5.77,15.28,3.63,55.4664,3,validation
37.01,80.81,685.05,382.93,604.24,8.46,1.65,13.959,2,train
39.3,371.29,976.75,674.02,605.46,11.8,1.64,19.352,2,train
