temperature_c,ldr_left,ldr_right,avg_light,light_diff,voltage_v,current_a,power_w,label,split
40.37,470.41,474.72,472.57,4.31,0.1727,4.8795,0.8426,PANEL_FAULT,train
29.81,43.19,49.36,46.28,6.17,15.056,0.01,0.1506,LOW_LIGHT,train
38,170.8,157.09,163.94,13.71,16.4185,0.0715,1.1733,LOW_LIGHT,train
72.87,871.23,850.07,860.65,21.16,14.3372,3.0564,43.8206,OVERHEAT,train
49.92,719.52,765.39,742.46,45.87,14.7946,3.2201,47.6404,NORMAL,train
27.95,14.52,15.63,15.07,1.11,15.5598,0.0149,0.2317,LOW_LIGHT,train
49.46,878.76,900.45,889.6,21.69,16.29,4.3311,70.5538,NORMAL,test
33.72,507.75,492.15,499.95,15.6,15.53,1.2,18.636,NORMAL,validation
51.43,602.85,608.07,605.46,5.22,7.9105,1.1456,9.0624,PANEL_FAULT,train
66.18,852.77,824.8,838.78,27.97,14.0893,3.242,45.6776,OVERHEAT,train
28.55,493.59,509.71,501.65,16.12,16.2269,1.2,19.4723,NORMAL,test
73.91,784.9,778.84,781.87,6.06,13.4787,2.9625,39.9305,OVERHEAT,train
41.85,608.4,589.79,599.1,18.61,21.315,0.0042,0.089,PANEL_FAULT,validation
35.96,87.77,89.02,88.4,1.25,16.6655,0.2493,4.1543,LOW_LIGHT,train
83.9,698.47,695.11,696.79,3.36,13.1019,3.1845,41.7225,OVERHEAT,train
34.36,41.82,51.36,46.59,9.54,14,0.0581,0.8128,LOW_LIGHT,test
37.71,505.29,495.5,500.39,9.79,16.1962,1.2374,20.0406,NORMAL,train
36.56,83.54,92.84,88.19,9.3,15.0818,0.2093,3.1564,LOW_LIGHT,test
44.11,193.79,680.09,436.94,486.3,12.7216,1.1392,14.4919,SHADOW,train
47.31,634.57,634.78,634.67,0.21,15.8349,2.4858,39.3623,NORMAL,test
87.52,818.2,813.41,815.8,4.79,12.7517,3.9474,50.3362,OVERHEAT,train
48.08,625.45,666.33,645.89,40.88,16.6552,2.604,43.3708,NORMAL,train
50,301.31,901.69,601.5,600.38,10.9562,1.2759,13.9793,SHADOW,train
71.06,832.96,820.05,826.5,12.91,14.5772,3.9176,57.1076,OVERHEAT,train
31.21,504.53,490.01,497.27,14.52,17.5972,1.2,21.1166,NORMAL,train
57,950.36,936.96,943.66,13.4,15.3721,4.3515,66.8911,NORMAL,train
34.66,146.46,144.15,145.3,2.31,11.7761,0.2165,2.549,LOW_LIGHT,test
49.54,604.03,518.85,561.44,85.18,16.0541,2.5058,40.2289,NORMAL,train
64.04,772.4,772.31,772.36,0.09,14.6195,4.1059,60.0268,OVERHEAT,train
60.4,828.22,826.28,827.25,1.94,15.0248,3.0576,45.9392,OVERHEAT,train
30.23,45.77,5.28,25.52,40.49,14.513,0.1135,1.6471,LOW_LIGHT,test
34.91,100.77,443.88,272.32,343.11,13.6261,1.4338,19.5374,SHADOW,validation
40.84,607.85,595.97,601.91,11.88,11.6153,3.0774,35.7446,PANEL_FAULT,validation
38,234.67,226.18,230.42,8.49,14.5655,0.8704,12.678,LOW_LIGHT,test
28.18,26.02,27.95,26.98,1.93,14.9086,0.0556,0.8286,LOW_LIGHT,train
47.91,493.41,506.97,500.19,13.56,16.4566,1.667,27.4324,NORMAL,train
72.57,674.24,666.52,670.38,7.72,13.9454,2.1133,29.4712,OVERHEAT,validation
34.37,525.37,507.1,516.24,18.27,15.8157,1.2,18.9788,NORMAL,validation
28.92,81.94,80.76,81.35,1.18,15.2306,0.0143,0.2181,LOW_LIGHT,train
50.52,661.71,664.76,663.24,3.05,19.7271,0.0056,0.1096,PANEL_FAULT,train
57,760.07,791.54,775.8,31.47,0.6146,3.9053,2.4001,PANEL_FAULT,train
36.25,462.66,174.39,318.52,288.27,11.0821,0.707,7.8347,SHADOW,train
84.98,710.75,734.59,722.67,23.84,13.3399,2.0476,27.3147,OVERHEAT,train
50.85,932.66,900.38,916.52,32.28,15.0742,3.9145,59.0079,NORMAL,train
35.87,32.6,455.67,244.14,423.07,11.3744,1.6349,18.5961,SHADOW,train
60.9,446.48,462.19,454.34,15.71,8.2268,3.6447,29.984,PANEL_FAULT,train
49.44,615.53,615.11,615.32,0.42,12.2922,2.0795,25.5615,PANEL_FAULT,test
42.2,473.73,528.33,501.03,54.6,8.4176,0.5477,4.6106,PANEL_FAULT,train
43.55,507.64,495.36,501.5,12.28,9.8616,1.9055,18.7917,PANEL_FAULT,test
26.57,470.3,155.03,312.67,315.27,10.6488,1.1152,11.8751,SHADOW,train
50.29,583.16,586.62,584.89,3.46,5.1369,2.3369,12.0046,PANEL_FAULT,train
32.98,512.97,506.29,509.63,6.68,16.8645,1.2,20.2374,NORMAL,train
47.93,744.15,690.59,717.37,53.56,15.6283,2.3502,36.7303,NORMAL,train
44.46,449.2,436.37,442.78,12.83,0.7787,5.4947,4.2789,PANEL_FAULT,train
49.01,601.15,601.08,601.12,0.07,11.6121,2.1578,25.056,PANEL_FAULT,train
45.38,582.66,207.4,395.03,375.26,12.1172,0.6862,8.3145,SHADOW,train
74.47,646.51,670.61,658.56,24.1,13.729,2.5555,35.0845,OVERHEAT,train
32.78,61.63,70.49,66.06,8.86,13.6908,0.2427,3.3222,LOW_LIGHT,train
27.13,44.65,25.15,34.9,19.5,13.933,0.01,0.1393,LOW_LIGHT,train
49.96,605.57,584.32,594.95,21.25,15.9165,1.8601,29.6059,NORMAL,train
38,92.36,108.47,100.42,16.11,13.8077,0.4173,5.762,LOW_LIGHT,train
63.57,847.82,866.58,857.2,18.76,14.9558,3.7998,56.8296,OVERHEAT,validation
85.79,773.49,786.85,780.17,13.36,13.2099,3.5206,46.5067,OVERHEAT,train
29.62,16.71,35.2,25.96,18.49,13.675,0.1345,1.8397,LOW_LIGHT,train
45.58,577.79,552.78,565.28,25.01,15.9402,2.0926,33.356,NORMAL,train
77.15,787.01,787.15,787.08,0.14,14.088,3.951,55.6622,OVERHEAT,train
33.1,54.13,444.24,249.19,390.11,10.6107,1.2744,13.5223,SHADOW,test
51.72,755.5,737.98,746.74,17.52,0.339,5.5727,1.8889,PANEL_FAULT,train
34.24,179.12,175.21,177.17,3.91,16.4193,0.4857,7.9744,LOW_LIGHT,train
31.29,77.75,91.71,84.73,13.96,16.5489,0.3203,5.301,LOW_LIGHT,train
41.95,223.14,531.24,377.19,308.1,8.3028,1.462,12.1385,SHADOW,train
48.26,776.06,787.71,781.88,11.65,15.8386,3.7057,58.6931,NORMAL,validation
73.93,983.03,987.89,985.46,4.86,13.9371,3.3909,47.2594,OVERHEAT,train
47.93,675.78,101.27,388.52,574.51,12.8076,1.0929,13.9977,SHADOW,train
32.32,60.84,442.53,251.69,381.69,8.6319,0.7217,6.2301,SHADOW,validation
51.05,693.73,686.1,689.92,7.63,6.1169,1.796,10.9859,PANEL_FAULT,train
63.28,834.47,861.17,847.82,26.7,14.537,2.6205,38.0936,OVERHEAT,validation
74.56,693.23,706.27,699.75,13.04,13.5393,2.7659,37.4482,OVERHEAT,train
43.77,539.62,531.79,535.7,7.83,16.6046,1.6219,26.9314,NORMAL,train
38,205.27,206.96,206.12,1.69,11.4291,0.7444,8.5083,LOW_LIGHT,train
40.43,485.38,484.66,485.02,0.72,17.3449,1.4234,24.6889,NORMAL,train
33.26,59.31,63.25,61.28,3.94,12.6774,0.2331,2.9553,LOW_LIGHT,train
48.46,544.53,532.47,538.5,12.06,16.564,1.8378,30.4407,NORMAL,train
44.96,665.91,67.68,366.79,598.23,11.1272,1.7542,19.5193,SHADOW,train
50.72,590.5,581.3,585.9,9.2,13.5603,1.6414,22.2575,PANEL_FAULT,test
26.14,37.17,16.68,26.92,20.49,12.4627,0.0609,0.7584,LOW_LIGHT,train
88.71,853.92,850.51,852.21,3.41,12.5488,3.0636,38.4448,OVERHEAT,train
86.15,911.47,918.55,915.01,7.08,13.3097,3.8955,51.8477,OVERHEAT,train
37.11,441.9,141.86,291.88,300.04,10.9523,1.9426,21.2762,SHADOW,train
62.71,804.61,807.94,806.28,3.33,14.8273,4.1267,61.1885,OVERHEAT,train
57,940.14,922.84,931.49,17.3,15.6928,4.0507,63.5668,NORMAL,train
37.61,89.38,93.6,91.49,4.22,14.2965,0.1702,2.4338,LOW_LIGHT,test
65.17,689.88,723.55,706.71,33.67,14.8688,3.2631,48.5188,OVERHEAT,train
44.36,274.65,885.44,580.05,610.79,8.8595,1.8242,16.1615,SHADOW,train
79.21,749.5,738.42,743.96,11.08,12.9807,2.6798,34.7856,OVERHEAT,train
47.6,235.92,724.84,480.38,488.92,9.5717,2.0328,19.4569,SHADOW,train
43.63,590.92,608.17,599.54,17.25,9.7761,1.7338,16.9494,PANEL_FAULT,test
30.2,502.53,488.74,495.63,13.79,17.2566,1.2,20.7079,NORMAL,train
50.37,655.53,624.81,640.17,30.72,16.5647,2.3874,39.5471,NORMAL,train
49.62,771.39,796.86,784.12,25.47,19.449,0.0908,1.7665,PANEL_FAULT,test
35.5,130.97,134.66,132.82,3.69,14.175,0.2115,2.9984,LOW_LIGHT,train
38.67,146.8,527.78,337.29,380.98,9.3783,0.8645,8.1077,SHADOW,train
48.34,647.48,646.18,646.83,1.3,11.5717,1.4163,16.3884,PANEL_FAULT,validation
47.32,252.94,813.09,533.02,560.15,9.7473,1.1327,11.0411,SHADOW,train
42.59,593.1,145.11,369.1,447.99,7.7274,0.3694,2.8548,SHADOW,train
36.18,172.31,164.76,168.54,7.55,16.5956,0.025,0.4141,LOW_LIGHT,train
32.11,500.99,510.12,505.56,9.13,17.9373,1.2,21.5247,NORMAL,test
62.52,928.09,903.43,915.76,24.66,14.7858,3.1007,45.8464,OVERHEAT,train
47.42,73.94,913.61,493.78,839.67,9.6664,1.2291,11.8808,SHADOW,test
60.77,742.88,740.28,741.58,2.6,14.8457,3.3065,49.0869,OVERHEAT,train
48.68,707.55,702.7,705.12,4.85,2.1151,4.8812,10.324,PANEL_FAULT,train
47.17,797.61,809.39,803.5,11.78,6.4819,2.3093,14.9685,PANEL_FAULT,train
43.24,486.56,509.23,497.89,22.67,17.0539,1.4292,24.374,NORMAL,train
37.48,488.99,493.87,491.43,4.88,16.9731,1.9276,32.7174,NORMAL,train
78.93,873.17,861.8,867.48,11.37,12.9471,3.6194,46.8603,OVERHEAT,train
40.7,762.59,98.88,430.74,663.71,9.5175,0.2243,2.135,SHADOW,train
36.48,507.19,499.98,503.59,7.21,17.1763,1.3018,22.3597,NORMAL,train
45.83,714.42,89.24,401.83,625.18,11.1464,1.3307,14.832,SHADOW,train
32.45,42.53,44.68,43.6,2.15,15.8068,0.1596,2.5232,LOW_LIGHT,test
48.71,815.21,832.69,823.95,17.48,12.9079,2.8807,37.1833,PANEL_FAULT,train
74.55,870.94,853.66,862.3,17.28,13.6792,2.933,40.1216,OVERHEAT,train
55.7,849.11,876.46,862.79,27.35,19.5308,0.0432,0.8436,PANEL_FAULT,train
28,491.61,492.42,492.01,0.81,15.9968,1.2,19.1962,NORMAL,train
35.89,502.1,507.71,504.9,5.61,17.4635,1.436,25.0768,NORMAL,train
39.78,477.45,507.58,492.51,30.13,15.1329,1.2,18.1594,NORMAL,test
46.75,818.03,831.93,824.98,13.9,9.8692,2.039,20.1237,PANEL_FAULT,train
37.81,201.99,209.59,205.79,7.6,14.1614,0.7013,9.9317,LOW_LIGHT,train
41.68,237.59,554.09,395.84,316.5,9.0125,0.8988,8.1007,SHADOW,train
57,797.04,796.52,796.78,0.52,15.3639,2.6462,40.656,NORMAL,train
45.49,566.39,556.04,561.21,10.35,10.809,1.5769,17.0445,PANEL_FAULT,train
58.53,768.26,723.95,746.1,44.31,14.7837,3.813,56.3697,OVERHEAT,train
77.5,928.12,913.34,920.73,14.78,13.3176,4.1006,54.6108,OVERHEAT,train
72.22,914.47,888.37,901.42,26.1,13.6931,3.3421,45.7636,OVERHEAT,train
49.27,594.12,658.58,626.35,64.46,16.6808,1.7167,28.6361,NORMAL,validation
54.99,667.86,670.74,669.3,2.88,6.1287,0.8332,5.1065,PANEL_FAULT,train
76.14,907.73,869.97,888.85,37.76,13.9483,2.8143,39.2541,OVERHEAT,train
52.92,900.96,897.71,899.34,3.25,20.1987,0.0908,1.8334,PANEL_FAULT,test
44.06,581.71,588.16,584.93,6.45,16.3515,2.6929,44.0331,NORMAL,test
41.64,643.26,636.91,640.08,6.35,8.5663,0.6643,5.6906,PANEL_FAULT,train
54.33,506.23,462.94,484.59,43.29,15.1154,1.5735,23.7844,NORMAL,train
46.51,634.19,42.47,338.33,591.72,7.5093,1.5975,11.9958,SHADOW,test
30.12,64.78,59.17,61.98,5.61,13.9535,0.0503,0.7017,LOW_LIGHT,validation
50.69,873.22,870.49,871.86,2.73,14.6488,4.3963,64.3999,NORMAL,train
53.86,794.85,776.65,785.75,18.2,14.2187,2.6523,37.7117,NORMAL,train
69.79,881.36,904.23,892.8,22.87,14.7077,3.1065,45.6893,OVERHEAT,train
46.03,473.63,470.93,472.28,2.7,0.2826,4.3382,1.226,PANEL_FAULT,train
43.25,588.44,629.2,608.82,40.76,8.4218,2.8894,24.3344,PANEL_FAULT,train
87.45,799.31,760.56,779.94,38.75,13.4336,3.5496,47.684,OVERHEAT,train
33.34,77.73,117.75,97.74,40.02,12.9048,0.3891,5.0214,LOW_LIGHT,train
28.32,45.04,0,22.52,45.04,12.1123,0.0181,0.2195,LOW_LIGHT,train
30.98,51.53,50.36,50.94,1.17,12.8984,0.0286,0.3692,LOW_LIGHT,train
30.46,103.57,99.89,101.73,3.68,16.8724,0.382,6.4453,LOW_LIGHT,test
80.61,631.09,584.21,607.65,46.88,5.0156,2.6135,13.1085,PANEL_FAULT,validation
37.98,501.44,486.23,493.84,15.21,16.697,2.0595,34.3871,NORMAL,train
49.95,712.85,672.12,692.48,40.73,16.5636,2.2874,37.8881,NORMAL,train
42.42,467.07,463.1,465.08,3.97,20.1969,0.0321,0.6484,PANEL_FAULT,train
28.72,49.31,47.69,48.5,1.62,15.0838,0.1453,2.1911,LOW_LIGHT,train
48.38,842.78,865.85,854.32,23.07,16.7698,2.9244,49.0417,NORMAL,train
35.26,430.33,439.93,435.13,9.6,2.661,5.0885,13.5407,PANEL_FAULT,train
31.09,450.02,66.43,258.23,383.59,9.606,1.7788,17.0867,SHADOW,test
37.85,441.69,39.01,240.35,402.68,10.4576,1.6855,17.626,SHADOW,validation
31.77,0,26.86,13.43,26.86,13.4039,0.0981,1.3146,LOW_LIGHT,test
52.62,608.19,642.12,625.16,33.93,18.9498,0.0833,1.5782,PANEL_FAULT,test
37.88,777.17,166.71,471.94,610.46,11.0495,1.1896,13.1446,SHADOW,train
49.63,649.73,613.37,631.55,36.36,16.3182,2.8374,46.3013,NORMAL,train
44.33,206.5,626.42,416.46,419.92,10.4148,2.1842,22.748,SHADOW,train
35.33,485.45,505.15,495.3,19.7,17.397,1.2,20.8764,NORMAL,train
78.02,890.13,871.14,880.64,18.99,13.1278,4.1874,54.9715,OVERHEAT,train
33.19,46.24,57.81,52.03,11.57,15.8404,0.0742,1.1761,LOW_LIGHT,test
72.38,809.88,828.19,819.04,18.31,13.794,2.5744,35.5116,OVERHEAT,test
57,1001.2,986.81,994,14.39,15.2312,3.9906,60.7808,NORMAL,train
47.83,488.36,466.36,477.36,22,20.1802,0.0235,0.4743,PANEL_FAULT,test
31.31,79.82,73.84,76.83,5.98,12.2479,0.2055,2.517,LOW_LIGHT,train
63.92,760.33,760.75,760.54,0.42,14.9568,3.8742,57.9462,OVERHEAT,train
36.57,133.16,455.87,294.51,322.71,8.1481,1.0452,8.5166,SHADOW,train
38,181.51,155.11,168.31,26.4,11.5138,0.5503,6.3363,LOW_LIGHT,validation
37.47,500.35,509.75,505.05,9.4,16.8023,1.2,20.1627,NORMAL,train
38,263.21,273.15,268.18,9.94,12.1748,0.8372,10.1934,LOW_LIGHT,train
55.42,773.68,767.01,770.34,6.67,6.2812,3.5475,22.2824,PANEL_FAULT,train
37.86,451.43,447.42,449.43,4.01,18.7521,0.0796,1.4919,PANEL_FAULT,train
66.18,867.64,908.77,888.2,41.13,14.0698,3.2845,46.2124,OVERHEAT,train
48.13,247.74,710.11,478.92,462.37,10.8735,0.5447,5.9223,SHADOW,train
36.66,172.8,214.49,193.64,41.69,12.0714,0.0183,0.2214,LOW_LIGHT,train
64.44,856.54,847.21,851.88,9.33,14.1273,2.5109,35.4725,OVERHEAT,train
46.68,897.93,352.22,625.08,545.71,10.1276,1.0705,10.8413,SHADOW,test
45.19,791.21,173.4,482.3,617.81,10.8081,1.2624,13.6438,SHADOW,validation
41.9,666.66,594.66,630.66,72,16.977,2.5178,42.7443,NORMAL,validation
58.56,898.88,873.94,886.41,24.94,15.5243,4.1643,64.6476,OVERHEAT,validation
49.73,183.38,721.37,452.38,537.99,11.3471,0.736,8.3517,SHADOW,train
30.44,61.24,94.97,78.1,33.73,13.8086,0.0696,0.961,LOW_LIGHT,validation
38,169.41,181.95,175.68,12.54,12.6135,0.5765,7.271,LOW_LIGHT,train
45.28,60.75,743.06,401.9,682.31,9.5917,1.6515,15.8407,SHADOW,train
39.82,674,676.62,675.31,2.62,15.6906,2.7851,43.6996,NORMAL,validation
36.58,37.99,574.55,306.27,536.56,13.0618,1.3858,18.1011,SHADOW,train
84.41,588.09,585.74,586.92,2.35,3.9544,4.3697,17.2795,PANEL_FAULT,train
82.62,669.04,687.89,678.46,18.85,13.4375,3.3769,45.3774,OVERHEAT,train
38,212.13,220.34,216.24,8.21,16.1685,0.667,10.7845,LOW_LIGHT,train
35.95,158.13,140.3,149.22,17.83,11.7641,0.4447,5.232,LOW_LIGHT,train
34.27,447.77,49.26,248.51,398.51,11.6354,0.2487,2.8935,SHADOW,train
38.66,583.34,229.11,406.22,354.23,10.0956,0.493,4.9767,SHADOW,train
81.57,851.79,840.06,845.92,11.73,13.3958,3.8395,51.4327,OVERHEAT,test
43.91,565.32,88.89,327.1,476.43,10.4558,0.4949,5.1745,SHADOW,train
78.03,648.1,669.41,658.76,21.31,13.7208,3.517,48.2564,OVERHEAT,train
70.38,896.16,907.09,901.62,10.93,14.1495,3.2629,46.1689,OVERHEAT,train
35.21,287.79,290.94,289.36,3.15,11.801,0.2698,3.184,LOW_LIGHT,validation
39.64,426.65,455.07,440.86,28.42,3.2235,5.2004,16.7634,PANEL_FAULT,train
29.93,441.56,70.29,255.93,371.27,10.6274,1.8105,19.2413,SHADOW,train
63.38,756.08,745.82,750.95,10.26,14.0847,3.575,50.3524,OVERHEAT,train
41.34,107.85,627.14,367.5,519.29,13.5727,0.4672,6.3407,SHADOW,train
81.32,931.43,942,936.71,10.57,13.0251,3.5058,45.6634,OVERHEAT,train
35.83,492.62,163.64,328.13,328.98,10.3876,0.9275,9.6347,SHADOW,train
46.66,840.01,819.73,829.87,20.28,16.269,3.0879,50.2367,NORMAL,test
48.37,773.99,782.91,778.45,8.92,14.7077,3.0149,44.342,NORMAL,validation
36.35,539.94,73.36,306.65,466.58,11.7235,1.62,18.9915,SHADOW,train
67.28,770.35,808.34,789.34,37.99,14.9111,3.4145,50.9138,OVERHEAT,validation
49.77,536.2,573.7,554.95,37.5,1.3969,4.3253,6.0422,PANEL_FAULT,train
31.35,479.16,495.11,487.13,15.95,16.4168,1.2,19.7002,NORMAL,train
31.36,58.13,59.03,58.58,0.9,15.9036,0.1771,2.8164,LOW_LIGHT,validation
47.93,748.63,750.59,749.61,1.96,9.2604,1.6237,15.0357,PANEL_FAULT,validation
49.52,644.61,587.89,616.25,56.72,12.8618,2.3623,30.3836,PANEL_FAULT,validation
53.75,728.39,705.33,716.86,23.06,15.6892,2.5245,39.6076,NORMAL,train
43.07,444.4,450.83,447.62,6.43,10.4328,2.446,25.5188,PANEL_FAULT,train
48.4,621.22,630.15,625.68,8.93,7.448,2.0195,15.0411,PANEL_FAULT,test
65.66,911.57,916.54,914.06,4.97,14.2547,3.6444,51.9493,OVERHEAT,train
72.96,928.86,931.4,930.13,2.54,13.8541,4.4667,61.8825,OVERHEAT,train
52.06,598.54,599.21,598.88,0.67,8.4728,2.1928,18.5787,PANEL_FAULT,test
53.18,786.53,795.31,790.92,8.78,16.0128,2.5008,40.0445,NORMAL,train
50,289.34,754.36,521.85,465.02,7.6034,1.8094,13.7575,SHADOW,train
36.73,142.22,150.05,146.14,7.83,13.3787,0.1013,1.3551,LOW_LIGHT,train
84.77,650.57,646.9,648.74,3.67,12.836,2.4287,31.1747,OVERHEAT,train
38.4,655.21,132.47,393.84,522.74,9.5414,0.7841,7.4811,SHADOW,train
33.52,518.52,493.45,505.99,25.07,16.879,1.2,20.2547,NORMAL,train
25.35,14.5,30.02,22.26,15.52,12.3419,0.0287,0.3543,LOW_LIGHT,validation
50.93,636.33,629.08,632.71,7.25,16.3275,2.5584,41.7723,NORMAL,train
44.42,492.36,498.54,495.45,6.18,1.4983,5.7361,8.5946,PANEL_FAULT,train
67.38,972.39,947.53,959.96,24.86,13.9863,4.3679,61.0916,OVERHEAT,validation
70.85,680.53,645.48,663,35.05,14.433,2.6996,38.9639,OVERHEAT,validation
50,91.66,962.45,527.06,870.79,8.2799,1.6304,13.4995,SHADOW,train
40.8,125.22,704.41,414.82,579.19,11.4623,0.9265,10.62,SHADOW,validation
42.17,105.25,580.15,342.7,474.9,10.6904,0.2482,2.6531,SHADOW,validation
42.16,784.37,138.47,461.42,645.9,13.5516,0.3807,5.1586,SHADOW,train
54.61,769.22,744.44,756.83,24.78,10.1792,1.7802,18.1214,PANEL_FAULT,test
32.3,83.98,77.67,80.82,6.31,16.0815,0.2595,4.1727,LOW_LIGHT,train
48.77,654.23,671.58,662.9,17.35,16.1837,2.4362,39.4261,NORMAL,validation
50.54,841.25,868.66,854.96,27.41,2.7333,4.1765,11.4157,PANEL_FAULT,validation
42.77,609.18,596.45,602.82,12.73,13.9164,2.095,29.1554,PANEL_FAULT,train
63.57,813,816.77,814.88,3.77,14.7096,3.2818,48.2747,OVERHEAT,train
57,883.77,882.9,883.34,0.87,15.5345,2.9029,45.096,NORMAL,train
56.43,708.4,708.81,708.6,0.41,6.6374,2.885,19.1488,PANEL_FAULT,train
32.2,118.02,438.74,278.38,320.72,9.066,0.4523,4.1008,SHADOW,train
50,120.75,806.12,463.44,685.37,9.2981,0.6265,5.8249,SHADOW,train
48.52,76.2,766.76,421.48,690.56,9.0798,0.2526,2.2933,SHADOW,test
64.26,929.21,914.69,921.95,14.52,14.3265,3.212,46.0166,OVERHEAT,train
88.72,838.78,873.36,856.07,34.58,13.3705,3.3147,44.3193,OVERHEAT,train
40.64,696.06,229.48,462.77,466.58,12.3814,1.4369,17.7909,SHADOW,validation
50,122.68,872.63,497.66,749.95,11.1997,0.9411,10.5403,SHADOW,test
49.84,678.27,674.15,676.21,4.12,15.3453,2.5014,38.385,NORMAL,train
40.49,512.3,503.54,507.92,8.76,19.8037,0.0789,1.5633,PANEL_FAULT,validation
63.77,794.22,812,803.11,17.78,14.5337,2.5384,36.8929,OVERHEAT,test
75.7,871.33,865.37,868.35,5.96,13.8918,3.181,44.1898,OVERHEAT,train
37.4,76.44,459.88,268.16,383.44,12.3119,0.2089,2.5722,SHADOW,train
35.57,504.87,492.64,498.75,12.23,16.8624,1.2,20.2349,NORMAL,validation
56.5,984.2,952.72,968.46,31.48,16.046,2.7831,44.657,NORMAL,train
46.5,654.76,284.33,469.54,370.43,12.7872,0.6932,8.8646,SHADOW,train
41.2,514.79,471.55,493.17,43.24,16.5637,1.6856,27.9199,NORMAL,train
33.93,163.07,162.94,163,0.13,11.7917,0.055,0.6481,LOW_LIGHT,train
57,882.79,857.12,869.96,25.67,15.6529,3.6733,57.4975,NORMAL,validation
49.8,662.01,658.22,660.12,3.79,9.6646,1.3918,13.4512,PANEL_FAULT,train
71.11,716.78,719.89,718.34,3.11,13.8291,3.1591,43.6881,OVERHEAT,train
39.78,508.19,434.46,471.32,73.73,16.6056,1.3338,22.1479,NORMAL,train
48.82,647.38,640.33,643.86,7.05,7.5303,2.3933,18.0224,PANEL_FAULT,train
66.14,792.23,798.39,795.31,6.16,13.7871,3.3636,46.3744,OVERHEAT,train
41.85,492.4,496.51,494.45,4.11,15.7542,1.2,18.9051,NORMAL,train
31.51,42.43,53.21,47.82,10.78,12.3275,0.1387,1.71,LOW_LIGHT,train
33.33,185.86,437.89,311.88,252.03,8.7692,1.3593,11.9197,SHADOW,train
61.81,772.22,797.83,785.03,25.61,14.6132,4.0094,58.5902,OVERHEAT,validation
66.96,701.55,709.47,705.51,7.92,14.4094,3.2555,46.91,OVERHEAT,train
60.21,831.16,869.22,850.19,38.06,14.8561,3.7879,56.2738,OVERHEAT,train
57,916.52,921.78,919.15,5.26,4.1991,0.5898,2.4766,PANEL_FAULT,train
48.61,142.29,838.71,490.5,696.42,12.7342,2.0206,25.731,SHADOW,train
50.19,681.47,666.95,674.21,14.52,4.8152,0.9152,4.4067,PANEL_FAULT,train
30.2,519.82,489.48,504.65,30.34,16.1416,1.2,19.3699,NORMAL,train
42.55,437.25,449.39,443.32,12.14,3.3561,5.5983,18.7887,PANEL_FAULT,train
40.55,501.72,481.13,491.43,20.59,17.1357,1.5744,26.9792,NORMAL,train
51.98,847.39,816.67,832.03,30.72,16.3936,3.6125,59.2221,NORMAL,train
64.65,682.33,706.37,694.35,24.04,14.4174,2.4486,35.303,OVERHEAT,train
34.33,123.44,56.29,89.86,67.15,11.8628,0.087,1.0326,LOW_LIGHT,validation
39.85,500.06,494.82,497.44,5.24,7.0262,1.1297,7.9378,PANEL_FAULT,test
69.61,725.79,747.6,736.7,21.81,14.7497,3.0749,45.354,OVERHEAT,validation
81.99,832.95,830.17,831.56,2.78,13.08,3.319,43.4122,OVERHEAT,validation
89.3,916.48,958.54,937.51,42.06,12.9666,3.6141,46.8623,OVERHEAT,validation
38.71,453.65,451.9,452.77,1.75,7.8794,2.7389,21.5808,PANEL_FAULT,train
52.28,789.44,802.66,796.05,13.22,15.0913,2.3125,34.899,NORMAL,train
44.11,81.37,457.69,269.53,376.32,10.0017,0.8288,8.2898,SHADOW,test
29,49.35,43.27,46.31,6.08,13.509,0.0511,0.6898,LOW_LIGHT,train
26.14,47.48,36.75,42.11,10.73,16.8736,0.0256,0.4326,LOW_LIGHT,train
32.8,180.61,189.5,185.06,8.89,15.5512,0.5684,8.8395,LOW_LIGHT,train
37.33,187.4,182.23,184.82,5.17,12.0385,0.4602,5.5403,LOW_LIGHT,train
36.66,122.4,718,420.2,595.6,10.3504,0.6158,6.374,SHADOW,train
62.84,793.58,796.93,795.26,3.35,8.9258,2.3639,21.0994,PANEL_FAULT,train
76.48,700.19,716.48,708.34,16.29,14.0032,2.8925,40.504,OVERHEAT,train
58.77,839.59,828.81,834.2,10.78,14.9238,3.4462,51.4303,OVERHEAT,train
38,246.34,253.13,249.74,6.79,11.4973,0.2958,3.4011,LOW_LIGHT,train
33.85,104.91,453.38,279.14,348.47,10.6026,0.3837,4.0686,SHADOW,validation
38,266.85,262.17,264.51,4.68,16.3448,0.4028,6.5844,LOW_LIGHT,train
61.53,775.48,766.07,770.78,9.41,14.5705,2.7543,40.1313,OVERHEAT,train
43.09,103.04,564.74,333.89,461.7,14.0324,0.3604,5.0567,SHADOW,train
47.7,224.38,538.18,381.28,313.8,9.0274,2.2019,19.8771,SHADOW,train
29.05,26.31,2.87,14.59,23.44,15.2995,0.0433,0.6617,LOW_LIGHT,train
34.44,119.76,122.26,121.01,2.5,11.5715,0.0357,0.4133,LOW_LIGHT,train
50.05,751.85,743.99,747.92,7.86,11.7289,1.8669,21.8963,PANEL_FAULT,test
42.36,534.37,616.4,575.38,82.03,15.8197,2.2222,35.1545,NORMAL,train
50.52,606.9,631.82,619.36,24.92,13.8808,1.9564,27.1569,PANEL_FAULT,train
